"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Number of Pieces of Audio Equipment","Number of Pieces of Audio Equipment_notes","Contains Suboofer","Does Subwoofer have indicator light or warm to touch","Audio Wifi Enabled","Audio Connected to TV","Notes","Room Name","Room Type"
"Appliance_00000273","SITE_01007","Room_00015252","Audio Equipment","No",,"Unknown","Unknown","Denon","Unknown","Unknown",5.0000,,"No","N/A","No","No","Could not access nameplate, unit in furniture","Living Room_1","Living Room"
"Appliance_00000342","SITE_01008","Room_00015276","Audio Equipment","No",,"Unknown","HK3426636","Technics","Sb-k44","No",2.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000343","SITE_01008","Room_00015276","Audio Equipment","No",,"Unknown","449017","Bose","301 series ii","No",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000344","SITE_01008","Room_00015276","Audio Equipment","No",1972,,"Unknown","Onkyo","Radian-iii","No",2.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000138","SITE_01011","Room_00003469","Audio Equipment","Yes",1992,,"N/A","Sony","HCD-D108G","Unknown",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000139","SITE_01011","Room_00003460","Audio Equipment","No",,"Unknown","Unknown","Harman/Kardon","HP 5187-2105","Unknown",2.0000,,"No","N/A","No","No","N/A","Bedroom_4","Bedroom"
"Appliance_00000140","SITE_01012","Room_00003483","Audio Equipment","No",,"Unknown","Unknown","Onkyo","Unknown","Unknown",4.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000141","SITE_01014","Room_00003505","Audio Equipment","No",,"Unknown","Unknown","Harman/Kardon","HK395","No",3.0000,,"Yes","No","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000142","SITE_01014","Room_00003516","Audio Equipment","Yes",2011,,"N/A","Bose","PS3 2.1","No",3.0000,,"Yes","Yes","No","Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00000274","SITE_01015","Room_00015291","Audio Equipment","No",,"Unknown","Unknown","Denon","Unknown","Unknown",5.0000,,"No","N/A","No","Yes","Device in furniture, cannot access nameplate","Living Room_1","Living Room"
"Appliance_00000262","SITE_01015","Room_00015280","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","No",2.0000,,"No","N/A","No","No","N/A","Outside_2","Outside"
"Appliance_00000143","SITE_01016","Room_00003533","Audio Equipment","No",,"Unknown","SZZOPAAQ4501285","Vizio","S2920w-0","No",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000384","SITE_01017","Room_00015320","Audio Equipment","No",,"Unknown","Unknown","JBL","Platinum series","No",2.0000,,"No","N/A","No","No","No manufacturer label","Bedroom_2","Bedroom"
"Appliance_00000385","SITE_01017","Room_00015322","Audio Equipment","No",,"Unknown","Unknown","Sanyo","Rm-7014","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00000144","SITE_01018","Room_00003547","Audio Equipment","No",,"Unknown","Unknown","Sony","MHC-EC1619iP","Unknown",3.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000145","SITE_01019","Room_00003558","Audio Equipment","No",,"Unknown","Unknown","Nicetex","NE-368-r","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000146","SITE_01020","Room_00003566","Audio Equipment","No",,"Unknown","Unknown","Bose","Unknown","No",1.0000,,"No","N/A","No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00000147","SITE_01023","Room_00003621","Audio Equipment","No",,"Unknown","8017806","Sony","SRS-X3","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000148","SITE_01024","Room_00003645","Audio Equipment","No",,"Unknown","Unknown","Bose","Awrcc1","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000278","SITE_01025","Room_00015343","Audio Equipment","Yes",2012,,"N/A","Pioneer","S-11-p","No",5.0000,,"No","N/A","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000340","SITE_01033","Room_00015384","Audio Equipment","No",,"Unknown","4-235-723-01","Sony","Ss-ts500","No",5.0000,,"Yes","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000263","SITE_01034","Room_00015392","Audio Equipment","No",,"Unknown","CN-0P0614-48220-37Q-04K1","Altec-Lansing","Unknown","No",1.0000,,"No","N/A","No","No","Connected to computer","Family Room_1","Family Room"
"Appliance_00000149","SITE_01035","Room_00003725","Audio Equipment","Yes",2005,,"N/A","JVC","XL-FZ158","No",4.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000150","SITE_01037","Room_00003742","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Rx-v471","Unknown",5.0000,,"Yes","Yes","No","Yes","N/A","Basement_1","Basement"
"Appliance_00000151","SITE_01037","Room_00003750","Audio Equipment","No",,"Unknown","410017840PH","Emerson","CKD5809","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00000152","SITE_01038","Room_00003776","Audio Equipment","No",,"Unknown","Unknown","Onkyo","Tx-8522","Unknown",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000153","SITE_01040","Room_00003799","Audio Equipment","No",,"Unknown","TN7HA027785","Panasonic","Sb-hs950","No",3.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000154","SITE_01042","Room_00003805","Audio Equipment","No",,"Unknown","Unknown","Sherwood","RV-4050R","No",5.0000,,"Yes","No","No","Yes","N/A","Basement_1","Basement"
"Appliance_00000155","SITE_01045","Room_00003844","Audio Equipment","Yes",2015,,"N/A","Crosley","Cr8005a-hs","Unknown",1.0000,,"No","N/A","No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00000156","SITE_01045","Room_00003844","Audio Equipment","Yes",2015,,"N/A","Innovative Technology","Unknown","No",1.0000,,"No","N/A","No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00000157","SITE_01046","Room_00003868","Audio Equipment","No",,"Unknown","SAUOPYAQ4011732","Vizio","Unknown","Yes",4.0000,,"Yes","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000396","SITE_01047","Room_00015437","Audio Equipment","No",,"Unknown","Unknown","Sony","TAN511","No",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000260","SITE_01048","Room_00015443","Audio Equipment","No",,"Unknown","EMOIW3","Ihome","Iw3","No",1.0000,,"No","N/A","Unknown","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000158","SITE_01049","Room_00003882","Audio Equipment","No",,"Unknown","Unknown","Yamaha","HTR-4066","No",5.0000,,"No","N/A","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000354","SITE_01050","Room_00015470","Audio Equipment","No",,"Unknown","MN55128-3414","tDk","TP6701BLK","Unknown",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00000353","SITE_01051","Room_00015499","Audio Equipment","No",,"Unknown","R41126","Labtec","S-0067A","Unknown",2.0000,,"No","N/A","No","No","N/A","Office_2","Office"
"Appliance_00000350","SITE_01051","Room_00015484","Audio Equipment","No",,"Unknown","Unknown","Marantz","Sr4023","No",4.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000351","SITE_01051","Room_00015487","Audio Equipment","No",,"Unknown","Unknown","JVC","Th-m303","No",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000159","SITE_01053","Room_00003906","Audio Equipment","No",,"Unknown","Unknown","Altec-Lansing","2100","Unknown",3.0000,,"Yes","No","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000160","SITE_01053","Room_00003904","Audio Equipment","No",,"Unknown","T22615QS","Yamaha","Rx-v465","Unknown",7.0000,,"Yes","Yes","No","Yes","N/A","Basement_1","Basement"
"Appliance_00000383","SITE_01060","Room_00015547","Audio Equipment","Yes",1998,,"N/A","Philips","Fw72c3 701","No",3.0000,,"No","N/A","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00000161","SITE_01064","Room_00004003","Audio Equipment","Yes",2008,,"N/A","Innovative Technology","Itrr-501","Unknown",1.0000,,"No","N/A","No","No","N/A","Office_1","Office"
"Appliance_00000352","SITE_01065","Room_00015589","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Rx-v7958","No",5.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000162","SITE_01068","Room_00004032","Audio Equipment","No",,"Unknown","Y517125VX","Yamaha","RX-V657","No",6.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000163","SITE_01068","Room_00004033","Audio Equipment","No",,"Unknown","170P1123","JVC","Pc-xc50","Unknown",1.0000,,"No","N/A","No","No","N/A","Outside_2","Outside"
"Appliance_00000433","SITE_01071","Room_00015628","Audio Equipment","No",,"Unknown","RF35BK-03460581","Klipsch","Unknown","No",4.0000,,"Yes","No","No","Yes","N/A","Dining Room_1","Dining Room"
"Appliance_00000434","SITE_01071","Room_00015628","Audio Equipment","No",,"Unknown","011792","Boston","Vr series","No",2.0000,,"No","N/A","No","Yes","N/A","Dining Room_1","Dining Room"
"Appliance_00000435","SITE_01071","Room_00015627","Audio Equipment","No",,"Unknown","026496043","Klipsch","Unknown","No",2.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000436","SITE_01071","Room_00015627","Audio Equipment","No",,"Unknown","Unknown","Klipsch","Unknown","No",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000437","SITE_01071","Room_00015627","Audio Equipment","No",,"Unknown","350398861","Klipsch","Unknown","No",2.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000438","SITE_01071","Room_00015627","Audio Equipment","No",,"Unknown","RW12DB06360186","Klipsch","Rw12d","No",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000439","SITE_01071","Room_00015627","Audio Equipment","No",,"Unknown","Unknown","Klipsch","Unknown","No",2.0000,,"No","N/A","No","Yes","No access","Living Room_1","Living Room"
"Appliance_00000440","SITE_01071","Room_00015627","Audio Equipment","No",,"Unknown","Unknown","Klipsch","Unknown","No",2.0000,,"No","N/A","No","Yes","No access","Living Room_1","Living Room"
"Appliance_00000441","SITE_01071","Room_00015644","Audio Equipment","No",,"Unknown","Unknown","Realistic","Unknown","No",1.0000,,"No","N/A","No","No","No manufacturer label present","Garage_1","Garage"
"Appliance_00000250","SITE_01072","Room_00015647","Audio Equipment","No",2011,,"9FSK1TBB205857J","Samsung","HW-D450","Yes",1.0000,,"No","N/A","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00000251","SITE_01072","Room_00015647","Audio Equipment","Yes",2013,,"N/A","ILive","IHB23B","Yes",3.0000,,"Yes","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000252","SITE_01072","Room_00015651","Audio Equipment","No",,"Unknown","Unknown","Dell","Unknown","Unknown",2.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000292","SITE_01076","Room_00015706","Audio Equipment","No",,"Unknown","054800922360080AE","Bose","328040","Unknown",2.0000,,"Yes","No","No","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00000470","SITE_01077","Room_00015717","Audio Equipment","No",,"Unknown","Unknown","Samsung","Unknown","Unknown",2.0000,,"Yes","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000471","SITE_01077","Room_00015719","Audio Equipment","No",,"Unknown","Unknown","Creative","Unknown","Unknown",7.0000,,"Yes","No","Unknown","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000472","SITE_01077","Room_00015722","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","Unknown",1.0000,,"No","N/A","Unknown","Unknown","N/A","Bedroom_2","Bedroom"
"Appliance_00000473","SITE_01077","Room_00015723","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","No",1.0000,,"No","N/A","Unknown","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00000290","SITE_01079","Room_00015745","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Unknown","No",3.0000,,"No","N/A","Yes","Yes","Mounted on wall","Living Room_1","Living Room"
"Appliance_00000248","SITE_01080","Room_00015758","Audio Equipment","No",2007,,"Unknown","Onkyo","HTR550","Unknown",5.0000,,"Yes","Yes","No","Yes","N/A","Living Room_2","Living Room"
"Appliance_00000249","SITE_01080","Room_00015760","Audio Equipment","Yes",2011,,"N/A","JVC","RD-EZ11","No",1.0000,,"No","N/A","No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00000451","SITE_01081","Room_00015779","Audio Equipment","No",,"Unknown","12VG910087B","Samsung","Ps-wj550","Unknown",2.0000,,"Yes","No","No","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00000452","SITE_01081","Room_00015780","Audio Equipment","No",,"Unknown","Unknown","Aiwa","Cx-naj22","Yes",4.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000453","SITE_01081","Room_00015782","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","No",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00000395","SITE_01082","Room_00015789","Audio Equipment","No",,"Unknown","Unknown","Pioneer","Unknown","Unknown",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000311","SITE_01082","Room_00015785","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","No",2.0000,,"No","N/A","Unknown","Yes","Wall mounted","Living Room_3","Living Room"
"Appliance_00000312","SITE_01082","Room_00015785","Audio Equipment","No",,"Unknown","Unknown","Vizio","Unknown","Unknown",1.0000,,"No","N/A","No","Yes","Vizio sound bar","Living Room_3","Living Room"
"Appliance_00000288","SITE_01083","Room_00015810","Audio Equipment","Yes",2013,,"N/A","Samsung","Hw-f450/za","Yes",1.0000,,"No","N/A","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000282","SITE_01084","Room_00015817","Audio Equipment","No",1995,,"Unknown","Kenwood","Kr-v6070","No",3.0000,,"No","N/A","No","No","N/A","Living Room_3","Living Room"
"Appliance_00000283","SITE_01084","Room_00015817","Audio Equipment","No",1991,,"Unknown","Pioneer","Vsx-3900s","No",3.0000,,"No","N/A","No","Yes","N/A","Living Room_3","Living Room"
"Appliance_00000293","SITE_01085","Room_00015832","Audio Equipment","No",,"Unknown","Unknown","Logitech","X-230, S0123A","No",3.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000294","SITE_01085","Room_00015834","Audio Equipment","No",2005,,"034125962411126AS","Bose","PS3-2-1","No",3.0000,,"Yes","Yes","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000301","SITE_01087","Room_00015872","Audio Equipment","No",,"Unknown","Unknown","Fischer","Unknown","Unknown",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000302","SITE_01087","Room_00015871","Audio Equipment","No",,"Unknown","Unknown","JBL","Unknown","Unknown",2.0000,,"No","N/A","Unknown","No","N/A","Family Room_1","Family Room"
"Appliance_00000303","SITE_01087","Room_00015877","Audio Equipment","No",,"Unknown","Unknown","Philips","Unknown","Unknown",3.0000,,"No","N/A","No","No","N/A","Office_1","Office"
"Appliance_00000539","SITE_01088","Room_00015887","Audio Equipment","No",,"Unknown","Unknown","Polk Audio","Unknown","No",2.0000,,"No","N/A","No","Yes","Two 43.5"" x 13"" speakers. No access to manufacturer label","Living Room_1","Living Room"
"Appliance_00000540","SITE_01088","Room_00015888","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","Unknown",2.0000,,"No","N/A","No","No","Ceiling mounted speakers. Connected to central unit in laundry room","Bedroom_1","Bedroom"
"Appliance_00000541","SITE_01088","Room_00015885","Audio Equipment","No",,"Unknown","Y111366TV","Yamaha","Tx-497","No",1.0000,,"No","N/A","No","No","This is the central system for all of the ceiling mounted speakers throughout the home","Laundry_1","Laundry"
"Appliance_00000542","SITE_01088","Room_00015886","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","Unknown",2.0000,,"No","N/A","Unknown","No","Ceiling mounted speakers. Connected to central unit in laundry room","Kitchen_1","Kitchen"
"Appliance_00000543","SITE_01088","Room_00015890","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","Unknown",2.0000,,"No","N/A","No","No","Ceiling mounted speakers. Connected to central unit in laundry room","Bathroom_1","Bathroom"
"Appliance_00000544","SITE_01088","Room_00015894","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","No",2.0000,,"No","N/A","No","No","Ceiling mounted speakers. Connected to central unit in laundry room","Garage_1","Garage"
"Appliance_00000545","SITE_01088","Room_00015895","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","Unknown",4.0000,,"No","N/A","No","No","N/A","Outside_2","Outside"
"Appliance_00000468","SITE_01089","Room_00015912","Audio Equipment","No",,"Unknown","Unknown","Onkyo","Unknown","Unknown",2.0000,,"Yes","No","No","No","N/A","Living Room_2","Living Room"
"Appliance_00000469","SITE_01089","Room_00015917","Audio Equipment","Yes",1991,,"N/A","JVC","Rc-x610","No",1.0000,,"No","N/A","No","No","N/A","Bathroom_2","Bathroom"
"Appliance_00000389","SITE_01090","Room_00015931","Audio Equipment","No",,"Unknown","Unknown","Logitech","Unknown","Unknown",3.0000,,"Yes","No","No","No","N/A","Office_1","Office"
"Appliance_00000390","SITE_01090","Room_00015934","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00000394","SITE_01091","Room_00015949","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Unknown","Unknown",5.0000,,"Yes","No","No","Yes","N/A","Living Room_2","Living Room"
"Appliance_00000379","SITE_01092","Room_00015961","Audio Equipment","No",,"Unknown","064727952020070AS","Bose","416-499","Unknown",2.0000,,"Yes","Yes","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000386","SITE_01093","Room_00015991","Audio Equipment","No",,"Unknown","Unknown","Polk Audio","Unknown","Unknown",2.0000,,"No","N/A","Unknown","No","N/A","Living Room_1","Living Room"
"Appliance_00000387","SITE_01093","Room_00015996","Audio Equipment","No",,"Unknown","Unknown","Denon","Unknown","Unknown",2.0000,,"No","N/A","No","No","N/A","Living Room_2","Living Room"
"Appliance_00000388","SITE_01093","Room_00016000","Audio Equipment","No",,"Unknown","Unknown","Altec-Lansing","Unknown","Unknown",2.0000,,"No","N/A","No","No","N/A","Office_1","Office"
"Appliance_00000300","SITE_01094","Room_00016011","Audio Equipment","No",,"Unknown","Unknown","Samsung","Unknown","Unknown",6.0000,,"Yes","Yes","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000245","SITE_01095","Room_00016045","Audio Equipment","No",,"Unknown","Unknown","Bosch","690H","Unknown",2.0000,,"No","N/A","No","No","N/A","Kitchen_2","Kitchen"
"Appliance_00000243","SITE_01095","Room_00016036","Audio Equipment","No",,"Unknown","Unknown","JVC","Tax-7030V","Unknown",5.0000,,"Yes","No","Unknown","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00000296","SITE_01096","Room_00016046","Audio Equipment","No",,"Unknown","Unknown","Sonos","Unknown","Unknown",4.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000246","SITE_01097","Room_00016066","Audio Equipment","No",,"Unknown","Unknown","iSymphony","Unknown","Unknown",2.0000,,"No","N/A","No","No","Couldn't access","Office_1","Office"
"Appliance_00000253","SITE_01098","Room_00016081","Audio Equipment","Yes",2013,,"N/A","Sonos","PLAY:1","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00000254","SITE_01098","Room_00016083","Audio Equipment","No",,"Unknown","Unknown","JC Penny","Unknown","Unknown",2.0000,,"No","N/A","No","No","N/A","Garage_2","Garage"
"Appliance_00000393","SITE_01101","Room_00016120","Audio Equipment","No",,"Unknown","Unknown","Integra","Unknown","Unknown",4.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000526","SITE_01104","Room_00016164","Audio Equipment","No",,"Unknown","Unknown","Optimus","Unknown","No",3.0000,,"Yes","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000655","SITE_01110","Room_00016216","Audio Equipment","No",,"Unknown","Unknown","Sony","Mhc-c33","Unknown",3.0000,,"No","N/A","No","No","N/A","Living Room_3","Living Room"
"Appliance_00000656","SITE_01110","Room_00016225","Audio Equipment","No",,"Unknown","Unknown","Logitech","Z130","No",2.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000646","SITE_01113","Room_00016250","Audio Equipment","No",,"Unknown","Unknown","Bose","Unknown","Unknown",2.0000,,"No","N/A","No","Yes","N/A","Hall_1","Hall"
"Appliance_00000894","SITE_01117","Room_00016254","Audio Equipment","No",,"Unknown","8903737","Sony","H5T231","No",4.0000,,"No","N/A","No","No","N/A","Living Room_3","Living Room"
"Appliance_00000531","SITE_01120","Room_00016313","Audio Equipment","No",,"Unknown","Unknown","Logitech","Unknown","No",5.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000617","SITE_01121","Room_00016316","Audio Equipment","No",,"Unknown","1347SN075768","Logitech","Unknown","No",2.0000,,"No","N/A","No","No","Connected to computer","Office_1","Office"
"Appliance_00000581","SITE_01123","Room_00016341","Audio Equipment","No",,"Unknown","Unknown","Bose","Unknown","Unknown",3.0000,,"Yes","No","No","Yes","No label present","Living Room_1","Living Room"
"Appliance_00000532","SITE_01125","Room_00016376","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","No",4.0000,,"Yes","Yes","No","Yes","N/A","Living Room_3","Living Room"
"Appliance_00000519","SITE_01125","Room_00016369","Audio Equipment","No",,"Unknown","Unknown","Samsung","Unknown","Unknown",1.0000,,"No","N/A","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00000657","SITE_01127","Room_00016386","Audio Equipment","Yes",2001,,"N/A","Lenoxx Sound","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Bathroom_1","Bathroom"
"Appliance_00000658","SITE_01127","Room_00016386","Audio Equipment","Yes",2013,,"N/A","Unknown","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Bathroom_1","Bathroom"
"Appliance_00000533","SITE_01129","Room_00016407","Audio Equipment","No",,"Unknown","Unknown","Panasonic","SA-AK200","No",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000603","SITE_01130","Room_00016424","Audio Equipment","No",,"Unknown","Unknown","Nakmichi","Unknown","No",1.0000,,"No","N/A","No","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00000633","SITE_01132","Room_00016436","Audio Equipment","No",,"Unknown","JP7EA008280","Panasonic","Sb-hw950","No",3.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000595","SITE_01133","Room_00016454","Audio Equipment","No",,"Unknown","Unknown","Sharp","Xl-dh259","Yes",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000596","SITE_01133","Room_00016454","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Rx-v371","Unknown",6.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000597","SITE_01133","Room_00016458","Audio Equipment","No",,"Unknown","Unknown","York","Unknown","No",3.0000,,"No","N/A","No","No","Turntable/tape/radio","Bedroom_2","Bedroom"
"Appliance_00000548","SITE_01134","Room_00016461","Audio Equipment","No",,"Unknown","Unknown","Sony","Ss-WP36","No",5.0000,,"Yes","Yes","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000896","SITE_01136","Room_00016487","Audio Equipment","No",,"Unknown","Unknown","Sony","cfd-zw160","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000554","SITE_01137","Room_00016498","Audio Equipment","No",,"Unknown","Unknown","Denon","DRA-545R","Unknown",3.0000,,"No","N/A","No","No","N/A","Living Room_3","Living Room"
"Appliance_00000585","SITE_01137","Room_00016503","Audio Equipment","No",,"Unknown","Unknown","Panasonic","As-pm53","No",3.0000,,"No","N/A","No","No","N/A","Other_1","Other"
"Appliance_00000659","SITE_01138","Room_00016519","Audio Equipment","No",,"Unknown","BFSZZOPCEQ0801625","Vizio","Unknown","Yes",2.0000,,"Yes","No","Yes","Yes","N/A","Living Room_3","Living Room"
"Appliance_00000578","SITE_01139","Room_00016528","Audio Equipment","No",,"Unknown","Unknown","Infinity","513161","No",2.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000579","SITE_01139","Room_00016528","Audio Equipment","No",,"Unknown","8100578","Sony","Ss-lac305ed","No",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000577","SITE_01140","Room_00016539","Audio Equipment","Yes",2013,,"N/A","Samsung","Hw-f450","No",2.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000587","SITE_01142","Room_00016553","Audio Equipment","No",,"Unknown","Unknown","Samsung","Unknown","Unknown",2.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000580","SITE_01148","Room_00016607","Audio Equipment","Yes",2014,,"N/A","Samsung","Hw-h450","Yes",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000652","SITE_01152","Room_00016645","Audio Equipment","No",,"Unknown","621033","Sony","Cfd440","No",1.0000,,"No","N/A","No","No","N/A","Hall_1","Hall"
"Appliance_00000529","SITE_01153","Room_00016654","Audio Equipment","No",,"Unknown","Unknown","Kenwood","Ka-76","Unknown",7.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000623","SITE_01157","Room_00016690","Audio Equipment","No",,"Unknown","U040023","Marantz","2120","Unknown",5.0000,,"No","N/A","No","Yes","N/A","Office_1","Office"
"Appliance_00000525","SITE_01158","Room_00016698","Audio Equipment","No",,"Unknown","Unknown","Onkyo","TX-SR605","No",9.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000582","SITE_01159","Room_00016702","Audio Equipment","No",,"Unknown","Unknown","Sony","STR-DV10","Unknown",5.0000,,"Yes","No","Unknown","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000583","SITE_01160","Room_00016712","Audio Equipment","No",,"Unknown","Unknown","Aiwa","AV-D57","Unknown",3.0000,,"Yes","Yes","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00000566","SITE_01162","Room_00016725","Audio Equipment","No",,"Unknown","Unknown","Denon","Pma-737","Unknown",3.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000567","SITE_01162","Room_00016727","Audio Equipment","No",,"Unknown","MZ009619020190","Marantz","Sr870u","Unknown",3.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000568","SITE_01162","Room_00016729","Audio Equipment","No",,"Unknown","Unknown","Technics","Sl-pd827","Unknown",3.0000,,"No","N/A","Unknown","Yes","N/A","Living Room_1","Living Room"
