"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Primary","Stove Fuel","Oven Fuel","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00012880","SITE_00366","Room_00001454","Stove/Oven","No",,"Unknown","Unknown","General Electric","JGB905WEF2WW","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012881","SITE_00367","Room_00001475","Stove/Oven","No",,"Unknown","Unknown","KitchenAid","Unknown","Unknown","Yes","Gas","No oven","Unknown","N/A","Kitchen_1","Kitchen"
"Appliance_00012882","SITE_00367","Room_00001475","Stove/Oven","Yes",2011,,"N/A","Electrolux","Ew30ew55681","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012883","SITE_00368","Room_00001489","Stove/Oven","No",,"Unknown","Unknown","Maytag","MER7765WW    0","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012884","SITE_00369","Room_00001502","Stove/Oven","No",,"Unknown","Unknown","Whirlpool","Rf377px60","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012885","SITE_00370","Room_00001514","Stove/Oven","No",,"Unknown","Unknown","Maytag","Mer4320aaw","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012886","SITE_00371","Room_00001531","Stove/Oven","No",,"Unknown","Unknown","Jenn Air","Unknown","No","Yes","Electric","Electric","No","Stove/Oven: Resident doesn't use it","Kitchen_1","Kitchen"
"Appliance_00012887","SITE_00372","Room_00001554","Stove/Oven","No",,"Unknown","Unknown","Whirlpool","Rb770pxbq2","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012888","SITE_00373","Room_00001570","Stove/Oven","No",,"Unknown","Unknown","Kenmore","790.95329300","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00012889","SITE_00374","Room_00001581","Stove/Oven","Yes",1990,,"N/A","Roper","Unknown","No","No","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012890","SITE_00375","Room_00001597","Stove/Oven","No",,"Unknown","Unknown","Whirlpool","WFG71LVS","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012891","SITE_00376","Room_00001608","Stove/Oven","No",,"Unknown","Unknown","General Electric","JGBS20WEA5WW","Unknown","No","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012892","SITE_00377","Room_00001623","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","Rb787w h1ww","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012893","SITE_00378","Room_00001634","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","LFEF3018LWD","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012894","SITE_00379","Room_00001652","Stove/Oven","No",,"Unknown","Unknown","Amana","Aer5830vaw0","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012895","SITE_00380","Room_00001668","Stove/Oven","No",,"Unknown","Unknown","Kenmore","790.90832601","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012896","SITE_00381","Room_00001685","Stove/Oven","No",,"Unknown","Unknown","Maytag","Mgr8674aw0","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012897","SITE_00382","Room_00001701","Stove/Oven","No",,"Unknown","Unknown","Kenmore","790.9568302","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012898","SITE_00383","Room_00001715","Stove/Oven","No",,"Unknown","Unknown","Whirlpool","Rf262lxsb","No","Yes","Electric","Electric","No","N/A","Dining Room_1","Dining Room"
"Appliance_00012899","SITE_00384","Room_00001732","Stove/Oven","No",,"Unknown","Unknown","Whirlpool","Fep310kw 4","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012900","SITE_00385","Room_00001746","Stove/Oven","No",,"Unknown","Unknown","Magic Chef","3510krw","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012901","SITE_00386","Room_00001763","Stove/Oven","No",,"Unknown","Unknown","Jenn Air","Jes8850aaq","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012902","SITE_00387","Room_00001776","Stove/Oven","No",,"Unknown","Unknown","Caloric","Esk3700","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012903","SITE_00388","Room_00001793","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Fgg3032mme","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012904","SITE_00389","Room_00001811","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Glef378aqe","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014563","SITE_00390","Room_00009051","Stove/Oven","No",2006,,"VF61562307","Kenmore","790.78773407","Unknown","Yes","Gas","Gas","No","N/A","Living Room_1","Living Room"
"Appliance_00014584","SITE_00391","Room_00009067","Stove/Oven","No",2010,,"GT200701G","General Electric","Jbp26by2wh","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014570","SITE_00392","Room_00009078","Stove/Oven","No",2005,,"VF53617106","Kenmore","790.96022403","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014569","SITE_00393","Room_00009089","Stove/Oven","No",,"Unknown","1326458LV","Maytag","MERH865RA5","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014564","SITE_00394","Room_00009101","Stove/Oven","No",2000,,"RK0617106","Whirlpool","RF386PX60 2","Unknown","Yes","Electric","Electric","No","N/A","Living Room_1","Living Room"
"Appliance_00014568","SITE_00395","Room_00009120","Stove/Oven","No",1995,,"HM160519Q","RCA","LEB131GOT1WH","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014524","SITE_00396","Room_00009128","Stove/Oven","No",2000,,"RK2815520","Whirlpool","GS395LEGQ","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014565","SITE_00397","Room_00009157","Stove/Oven","No",,"Unknown","Unknown","Maytag","Unknown","Unknown","Yes","Gas","Gas","No","Stove/Oven: Nameplate illegible","Dining Room_1","Dining Room"
"Appliance_00014581","SITE_00398","Room_00009168","Stove/Oven","No",1999,,"RJ1121767","Whirlpool","RF378PX60","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014587","SITE_00399","Room_00009195","Stove/Oven","No",2004,,"RR2326616","Whirlpool","Rf367lxmb","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014601","SITE_00400","Room_00009206","Stove/Oven","Yes",2016,,"N/A","Samsung","nx58h9500ws/aa","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014898","SITE_00401","Room_00009230","Stove/Oven","No",,"Unknown","17967817UW","Jenn Air","JER8650AAW","Unknown","Yes","Electric","Electric","Unknown","N/A","Kitchen_1","Kitchen"
"Appliance_00014516","SITE_00402","Room_00009239","Stove/Oven","No",1999,,"RJ3520073","Kenmore","665.95776890","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014561","SITE_00403","Room_00009251","Stove/Oven","No",2012,,"DZ250115P","General Electric","JGBP90MEA3BC","Unknown","Yes","Gas","Gas","No","N/A","Living Room_1","Living Room"
"Appliance_00014579","SITE_00404","Room_00009277","Stove/Oven","No",2015,,"AF236047P","General Electric","Jgbp32wef2ww","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014543","SITE_00405","Room_00009294","Stove/Oven","No",1994,,"XD1601460","Whirlpool","Rb1005xyw-3","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014566","SITE_00406","Room_00009322","Stove/Oven","Yes",2005,,"N/A","Frigidaire","PLEB30S9DCA","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014567","SITE_00406","Room_00009322","Stove/Oven","No",,"Unknown","10084268GG","Jenn Air","JED8430BDB","Unknown","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014583","SITE_00407","Room_00009330","Stove/Oven","No",,"Unknown","Unknown","General Electric","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014582","SITE_00408","Room_00009345","Stove/Oven","No",2006,,"VF64180065","Kenmore","790.96122408","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014560","SITE_00409","Room_00009364","Stove/Oven","No",2012,,"R20632742","Amana","AER5523XAW 1","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014602","SITE_00410","Room_00009375","Stove/Oven","No",,"Unknown","1D108704G","General Electric","j bs16 0n1ad","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014605","SITE_00411","Room_00009396","Stove/Oven","No",2008,,"VF84162915","Frigidaire","fefl79jsa","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014802","SITE_00412","Room_00009404","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","Unknown","Unknown","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014803","SITE_00412","Room_00009404","Stove/Oven","Yes",2008,,"N/A","Sears","790.47764405","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014530","SITE_00413","Room_00009417","Stove/Oven","No",2010,,"RT2524310","General Electric","Jbs55d m2ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014603","SITE_00414","Room_00009438","Stove/Oven","No",,"Unknown","Unknown","Maytag","Unknown","No","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014604","SITE_00414","Room_00009438","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Unknown","No","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014531","SITE_00415","Room_00009446","Stove/Oven","No",2015,,"VF51449836","Frigidaire","Fef355dbd","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014588","SITE_00416","Room_00009450","Stove/Oven","No",2017,,"VF72842882","Frigidaire","FEFL79GBA","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014596","SITE_00417","Room_00009472","Stove/Oven","No",2009,,"VF93340612","Frigidaire","FGF368GBH","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014598","SITE_00418","Room_00009487","Stove/Oven","No",2005,,"VF55041775","Kenmore","790.79389405","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013932","SITE_00419","Room_00009500","Stove/Oven","No",2016,,"VF64924550","Frigidaire","FEFL79FCB","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014429","SITE_00420","Room_00009514","Stove/Oven","No",,"Unknown","R11780354","Whirlpool","RF263LXTQ 3","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014447","SITE_00421","Room_00009522","Stove/Oven","No",2010,,"HT116932 G","General Electric","J BS27W Y2WW","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013933","SITE_00422","Room_00009538","Stove/Oven","Yes",2015,,"N/A","LG","LRE3083SW/00","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014899","SITE_00423","Room_00009548","Stove/Oven","No",,"Unknown","Unknown","General Electric","Unknown","No","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014900","SITE_00423","Room_00009548","Stove/Oven","No",,"Unknown","Unknown","Unknown","Unknown","No","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014901","SITE_00424","Room_00009564","Stove/Oven","No",,"Unknown","VF00513249","Frigidaire","FEF389CFSK","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014902","SITE_00425","Room_00009573","Stove/Oven","No",,"Unknown","DF90902011","Frigidaire","Rg35al*3","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014376","SITE_00426","Room_00009589","Stove/Oven","No",,"Unknown","MG2155380","General Electric","J bp24w0h2ww","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014341","SITE_00427","Room_00009598","Stove/Oven","No",,"Unknown","Unknown","Amana","Even air concection","No","No","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014342","SITE_00427","Room_00009598","Stove/Oven","No",,"Unknown","Unknown","General Electric","Jtp20b0f1bb","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014410","SITE_00428","Room_00009613","Stove/Oven","No",2004,,"VF43527421","Kenmore","790.96021400","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013934","SITE_00429","Room_00009624","Stove/Oven","No",2000,,"AZ264517Q","General Electric","JB655ST1SS","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014613","SITE_00430","Room_00009639","Stove/Oven","No",,"Unknown","GD234190Q","General Electric","JB250DF1WW","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014467","SITE_00431","Room_00009649","Stove/Oven","No",2015,,"FF204050Q","General Electric","jb2503fww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014409","SITE_00432","Room_00009655","Stove/Oven","No",,"Unknown","7V128504","Kenmore","911.62071791","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014609","SITE_00433","Room_00009665","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014407","SITE_00434","Room_00009671","Stove/Oven","No",,"Unknown","Unknown","General Electric","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014415","SITE_00435","Room_00009686","Stove/Oven","No",,"Unknown","HZ127598R","General Electric","R b525d p2wh","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014405","SITE_00436","Room_00009699","Stove/Oven","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Electric","Electric","No","Stove/Oven: No nameplate","Kitchen_1","Kitchen"
"Appliance_00014406","SITE_00437","Room_00009708","Stove/Oven","No",,"Unknown","LZ142618R","General Electric","R b525 c1wh","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013935","SITE_00438","Room_00009711","Stove/Oven","No",2015,,"SF113183H","Hotpoint","B5250N3WH","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014440","SITE_00439","Room_00009726","Stove/Oven","No",2012,,"SZ211957Q","General Electric","Jbp23dr3ww","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014433","SITE_00440","Room_00009727","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Living Room_1","Living Room"
"Appliance_00014493","SITE_00441","Room_00009736","Stove/Oven","No",2011,,"RV2 51072Q","General Electric","J sp39d n3cc","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014460","SITE_00442","Room_00009745","Stove/Oven","No",2016,,"ZG123802","Hotpoint","RS5040P2AD","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014421","SITE_00443","Room_00009746","Stove/Oven","No",2013,,"AA221406Q","General Electric","J SP39D N4CC","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014478","SITE_00444","Room_00009760","Stove/Oven","No",,"Unknown","Unknown","Whirlpool","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014396","SITE_00445","Room_00009774","Stove/Oven","No",2011,,"R10992184","Whirlpool","RF263LXTB","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013936","SITE_00446","Room_00009784","Stove/Oven","No",2013,,"MA255001R","Hotpoint","RB526DP1WW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013937","SITE_00447","Room_00009793","Stove/Oven","No",,"Unknown","Unknown","General Electric","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014430","SITE_00448","Room_00009794","Stove/Oven","No",2009,,"MS141656Q","General Electric","J BS05 OY2WH","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014443","SITE_00449","Room_00009804","Stove/Oven","No",2012,,"DZ177597P","General Electric","J BS27W C1WW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014395","SITE_00450","Room_00009821","Stove/Oven","No",2014,,"4V132698Q","Kenmore","911.9114190","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022941","SITE_00451","Room_00025850","Stove/Oven","No",,"Unknown","Unknown","GE","D03WH10","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014459","SITE_00452","Room_00009826","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013938","SITE_00453","Room_00009838","Stove/Oven","No",,"Unknown","TG237203R","Hotpoint","R B757B H1WH","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014532","SITE_00454","Room_00009846","Stove/Oven","No",2010,,"RT2513470","General Electric","J mp28b0m2wh","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014539","SITE_00455","Room_00009854","Stove/Oven","No",,"Unknown","DH173101P","General Electric","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014535","SITE_00456","Room_00009866","Stove/Oven","No",,"Unknown","Unknown","General Electric","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014438","SITE_00457","Room_00009873","Stove/Oven","No",1971,,"MJ14043695","Whirlpool","Rwe315y-1","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014607","SITE_00458","Room_00009888","Stove/Oven","No",,"Unknown","Unknown","Tappan","Unknown","Unknown","Yes","No Stove","Electric","Unknown","N/A","Kitchen_1","Kitchen"
"Appliance_00014608","SITE_00458","Room_00009888","Stove/Oven","No",,"Unknown","Unknown","General Electric","Unknown","Yes","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014533","SITE_00459","Room_00009892","Stove/Oven","No",1979,,"M91789570","Whirlpool","Rfe3020w","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014435","SITE_00460","Room_00009900","Stove/Oven","No",2012,,"R25046405","Amana","Aer5523xaw 1","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014483","SITE_00461","Room_00009912","Stove/Oven","No",2015,,"HF141912R","Hotpoint","R b525 c3wh","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014537","SITE_00462","Room_00009922","Stove/Oven","No",,"Unknown","Unknown","Whirlpool","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014465","SITE_00463","Room_00009929","Stove/Oven","No",,"Unknown","Unknown","Kelvinator","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014541","SITE_00464","Room_00009935","Stove/Oven","No",2006,,"rt3831423","Whirlpool","rf110axsq 0","Unknown","Unknown","Electric","Electric","No","N/A","Family Room_1","Family Room"
"Appliance_00014481","SITE_00465","Room_00009945","Stove/Oven","No",2015,,"RF114228H","Hotpoint","R b525 0n3wh","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014487","SITE_00466","Room_00009950","Stove/Oven","No",2007,,"MM123479R","Hotpoint","R b525 h3wh","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014540","SITE_00467","Room_00009958","Stove/Oven","No",2015,,"GF274360Q","General Electric","jb250df4ww","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014534","SITE_00468","Room_00009966","Stove/Oven","No",2008,,"AR100933Q","General Electric","J bs04 0v1ad","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014791","SITE_00470","Room_00009982","Stove/Oven","No",2015,,"VF167073P","General Electric","JBS27WH2WW","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014903","SITE_00471","Room_00009998","Stove/Oven","No",,"Unknown","RP3410135","Roper","Fep310kn","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022942","SITE_00472","Room_00010011","Stove/Oven","No",2006,,"12247930JE","Maytag","CEL1115AAW","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022943","SITE_00473","Room_00010026","Stove/Oven","No",,"Unknown","FH16790P","GE","3bs07h2ww","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014904","SITE_00474","Room_00010039","Stove/Oven","No",,"Unknown","Unknown","General Electric","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014905","SITE_00475","Room_00010044","Stove/Oven","No",,"Unknown","23C219305960","Magic Chef","S68H-3CXW","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00022944","SITE_00476","Room_00010062","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014906","SITE_00477","Room_00010077","Stove/Oven","No",,"Unknown","ZL152533R","Hotpoint","RB526H3CC","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022945","SITE_00478","Room_00010088","Stove/Oven","No",,"Unknown","GH285888R","GE","R B787W H2WW","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022946","SITE_00479","Room_00010102","Stove/Oven","No",1995,,"5M292206Q","Kenmore","911.4654091","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022947","SITE_00480","Room_00010115","Stove/Oven","No",,"Unknown","RS0679294","Roper","FEP310KW 1","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022948","SITE_00481","Room_00010127","Stove/Oven","No",2015,,"VF51160142","Kenmore","790.90012311","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022949","SITE_00482","Room_00010146","Stove/Oven","No",,"Unknown","MG269780P","GE","jbs10d f1bb","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022950","SITE_00483","Room_00010155","Stove/Oven","No",2000,,"0M246532Q","Kenmore","911.93602000","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014907","SITE_00484","Room_00010159","Stove/Oven","No",,"Unknown","R14816098","Whirlpool","RF114PXSB3","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022951","SITE_00485","Room_00010168","Stove/Oven","No",,"Unknown","HZ2 28121Q","GE","J B620G R3SA","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022952","SITE_00486","Room_00010179","Stove/Oven","No",,"Unknown","GZ400346Q","GE","jdp42st1ss","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00022953","SITE_00487","Room_00010181","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Unknown","No","Yes","Electric","Electric","No","Stove/Oven: Could not locate nameplate","Kitchen_1","Kitchen"
"Appliance_00022954","SITE_00488","Room_00010200","Stove/Oven","No",,"Unknown","VF05239429","Frigidaire","FFEF3015LWA","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014908","SITE_00489","Room_00010202","Stove/Oven","No",,"Unknown","Unknown","Magic Chef","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022955","SITE_00490","Room_00010214","Stove/Oven","No",,"Unknown","VF13453694","Frigidaire","FFEF3015LWC","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014336","SITE_00491","Room_00010227","Stove/Oven","No",2017,,"R70758674","Whirlpool","WFE540H0ES0","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014363","SITE_00492","Room_00010243","Stove/Oven","No",2015,,"AF53603492","Frigidaire","Fget3065pfd","Unknown","Yes","Gas","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014610","SITE_00493","Room_00010267","Stove/Oven","No",2009,,"VS2 18608Q","General Electric","J BP62D M2BB","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014499","SITE_00494","Room_00010277","Stove/Oven","No",2014,,"4H145650Q","Kenmore","911.9534190","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013939","SITE_00495","Room_00010282","Stove/Oven","No",2017,,"NF73518701","Frigidaire","FED365EBD","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014476","SITE_00496","Room_00010308","Stove/Oven","No",1986,,"6A63260","Kenmore","911.4528610","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013940","SITE_00497","Room_00010323","Stove/Oven","No",1986,,"R64229783","Whirlpool","Wfe540hoeso","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014439","SITE_00498","Room_00010335","Stove/Oven","No",2010,,"Vf02355686","Kenmore","790.9641340j","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013941","SITE_00499","Room_00010354","Stove/Oven","No",,"Unknown","VF44515724","Frigidaire","LGEF3043KFN","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00013942","SITE_00500","Room_00010366","Stove/Oven","No",2011,,"VF10341117","Frigidaire","DGEF3041KFD","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014496","SITE_00501","Room_00010386","Stove/Oven","No",,"Unknown","Unknown","Tappan","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014391","SITE_00502","Room_00010396","Stove/Oven","No",2010,,"R02224820","Whirlpool","Xfe374lvs","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
