"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Primary Dryer","Washer-Dryer Matched Pair","Dryer Fuel","Dryer Gas Line Available","Heat Pump Dryer","Dryer Vented","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00005790","BLDG_00003","Room_00006836","Dryer","Unknown",,"Unknown","Unknown","Maytag","Mde21pddyw","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005791","BLDG_00003","Room_00006836","Dryer","Unknown",,"Unknown","Unknown","Maytag","Mde21pddyw","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005792","BLDG_00003","Room_00006836","Dryer","Unknown",,"Unknown","Unknown","Maytag","Mde21pddyw","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005793","BLDG_00003","Room_00006836","Dryer","Unknown",,"Unknown","Unknown","Maytag","Mde21pddyw","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005832","BLDG_00009","Room_00006887","Dryer","Unknown",,"Unknown","Unknown","Alliance Laundry","Sdgbcrgs11tw02","No","Yes","Unknown","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005861","BLDG_00010","Room_00006907","Dryer","Unknown",,"Unknown","Unknown","Maytag","DE26CS","No","Yes","No","Electric","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005862","BLDG_00010","Room_00006907","Dryer","Unknown",,"Unknown","Unknown","Whirlpool","CEM2760TQ0","No","Yes","No","Electric","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006400","BLDG_00020","Room_00007025","Dryer","No",2016,,"M63901500","Maytag","MDE28PDCYW0","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006401","BLDG_00020","Room_00007025","Dryer","No",2016,,"M63901500","Maytag","MDE28PDCYW0","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006514","BLDG_00023","Room_00007054","Dryer","No",2006,,"14036948JC","Maytag","MDE16PDDYW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006515","BLDG_00023","Room_00007054","Dryer","No",2006,,"14113852GT","Frigidaire","MDE16PDDYW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005870","BLDG_00029","Room_00007140","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE17PDAYW1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005871","BLDG_00029","Room_00007140","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE17PDAYW1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005872","BLDG_00029","Room_00007140","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE17PDAYW1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00006523","BLDG_00034","Room_00007186","Dryer","No",2002,,"MM2902392","Kenmore","110.60172001","No","Yes","Yes","Electric","No","No","Yes","No","Coin operated common dryer","Laundry_1","Laundry"
"Appliance_00006544","BLDG_00035","Room_00007202","Dryer","No",2013,,"305KWUC9U750","LG","Gd1329qes","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006545","BLDG_00035","Room_00007202","Dryer","No",2013,,"305KWUC9U750","LG","Gd1329qes","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006546","BLDG_00035","Room_00007202","Dryer","No",2013,,"305KWUC9U750","LG","Gd1329qes","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006547","BLDG_00035","Room_00007202","Dryer","No",2013,,"305KWUC9U750","LG","Gd1329qes","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006548","BLDG_00035","Room_00007202","Dryer","No",2013,,"305KWUC9U750","LG","Gd1329qes","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006550","BLDG_00038","Room_00007242","Dryer","No",,"Unknown","MA2205864","Sears","110.86407120","No","Yes","Yes","Electric","Unknown","No","Yes","No","Coin opp","Laundry_1","Laundry"
"Appliance_00006538","BLDG_00045","Room_00007298","Dryer","No",1997,,"10841589SY","Maytag","MDE16CSAYW","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006539","BLDG_00045","Room_00007298","Dryer","No",,"Unknown","Unknown","Kenmore","Unknown","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006510","BLDG_00052","Room_00007353","Dryer","No",,"Unknown","Unknown","Maytag","Unknown","No","Yes","No","Electric","No","No","Yes","No","Dryer being used -couldn't access model serial and","Laundry_1","Laundry"
"Appliance_00006495","BLDG_00054","Room_00007363","Dryer","Yes",2010,,"N/A","Frigidaire","FCED3000ES0","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006496","BLDG_00054","Room_00007363","Dryer","No",,"Unknown","M52806316","Whirlpool","CEM2743BQ0","No","Yes","No","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023885","BLDG_00062","Room_00007426","Dryer","No",,"Unknown","M00501020","Maytag","MDE17PDAYW1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006504","BLDG_00062","Room_00007426","Dryer","No",,"Unknown","M00501020","Maytag","MDE17PDAYW1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023886","BLDG_00062","Room_00007426","Dryer","No",,"Unknown","M00501020","Maytag","MDE17PDAYW1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023887","BLDG_00062","Room_00007426","Dryer","No",,"Unknown","M00501020","Maytag","MDE17PDAYW1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006532","BLDG_00063","Room_00007451","Dryer","No",,"Unknown","040610313","Alliance Laundry","Sdet07wf","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006576","BLDG_00071","Room_00007545","Dryer","No",,"Unknown","40365512ZZ","Maytag","Mde16pdayw","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006577","BLDG_00071","Room_00007545","Dryer","No",,"Unknown","36364383ZF","Maytag","Mde16pdayw","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006578","BLDG_00071","Room_00007545","Dryer","No",,"Unknown","Unknown","Maytag","Unknown","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006357","BLDG_00113","Room_00009676","Dryer","No",,"Unknown","CEM2760KQ1","Whirlpool","CEM2760KQ1","No","Yes","Unknown","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006358","BLDG_00113","Room_00009676","Dryer","No",,"Unknown","CEM2760KQ1","Whirlpool","CEM2760KQ1","No","Yes","Unknown","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006371","BLDG_00117","Room_00009731","Dryer","No",,"Unknown","DTCK07217717D","Wasco","JTD32DG","No","Yes","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006372","BLDG_00117","Room_00009731","Dryer","No",,"Unknown","DTCK07217717D","Wasco","JTD32DG","No","Yes","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022769","BLDG_00117","Room_00009731","Dryer","No",,"Unknown","DTCK07217717D","Wasco","JTD32DG","No","Yes","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023888","BLDG_00117","Room_00009731","Dryer","No",,"Unknown","DTCK07217717D","Wasco","JTD32DG","No","Yes","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006341","BLDG_00119","Room_00009739","Dryer","No",1988,,"200821VX","Maytag","LDE19CD","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00006342","BLDG_00119","Room_00009739","Dryer","No",1987,,"200185TR","Maytag","LDE19CS","No","Yes","No","Electric","Unknown","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005963","BLDG_00123","Room_00009785","Dryer","No",,"Unknown","Unknown","Sears","Unknown","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005964","BLDG_00123","Room_00009785","Dryer","No",2003,,"XD84900061","Sears","417.64182300","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005965","BLDG_00123","Room_00009785","Dryer","No",2003,,"XD84900064","Sears","417.54182300","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006719","BLDG_00142","Room_00010004","Dryer","No",,"Unknown","10957703SD","Maytag","Mde12pdbcw","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006720","BLDG_00142","Room_00010005","Dryer","No",,"Unknown","10576693SS","Maytag","Mde12pdbcw","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00023889","BLDG_00143","Room_00010019","Dryer","No",2001,,"40366568ZS","Maytag","mde16pdayw","Unknown","Yes","Unknown","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022770","BLDG_00143","Room_00010019","Dryer","No",2001,,"40366568ZS","Maytag","mde16pdayw","Unknown","Yes","Unknown","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022771","BLDG_00143","Room_00010020","Dryer","No",1999,,"23883364WD","Maytag","mde16pdayw","Unknown","Yes","Unknown","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00006721","BLDG_00145","Room_00010033","Dryer","No",,"Unknown","40366818ZU","Maytag","MDE16PDAYW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006722","BLDG_00145","Room_00010033","Dryer","No",,"Unknown","40366814ZU","Maytag","MDE16PDAYW","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006723","BLDG_00145","Room_00010034","Dryer","No",,"Unknown","23957987UZ","Maytag","MDE.16PDAYW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00022780","BLDG_00156","Room_00010190","Dryer","No",,"Unknown","23958726UM","Maytag","Mde16pdayw","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022781","BLDG_00156","Room_00010191","Dryer","No",,"Unknown","Unknown","Maytag","Mde16pdayw","Unknown","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00022782","BLDG_00156","Room_00010193","Dryer","No",,"Unknown","Unknown","Maytag","Mde16pdayw","Unknown","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Other_1","Other"
"Appliance_00005980","BLDG_00159","Room_00010630","Dryer","No",2014,,"1405006959","Alliance Laundry","SDET07WF","No","Yes","Yes","Electric","No","No","Yes","No","Coin operated","Laundry_1","Laundry"
"Appliance_00005981","BLDG_00159","Room_00010636","Dryer","No",2014,,"1405006967","Alliance Laundry","SDET07WF","No","Yes","Yes","Electric","No","No","Yes","No","Coin operated","Laundry_2","Laundry"
"Appliance_00005982","BLDG_00159","Room_00010637","Dryer","No",2014,,"1403041394","Alliance Laundry","SDET07WF","No","Yes","Yes","Electric","No","No","Yes","No","Coin operated","Other_1","Other"
"Appliance_00006633","BLDG_00160","Room_00010652","Dryer","No",2016,,"M62101297","Whirlpool","CED9050AW0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006634","BLDG_00160","Room_00010652","Dryer","No",2016,,"M62101297","Whirlpool","CED9050AW0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006635","BLDG_00160","Room_00010652","Dryer","No",,"Unknown","M60401411","Whirlpool","CEM2743BQ0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006636","BLDG_00160","Room_00010652","Dryer","No",,"Unknown","M04603965","Maytag","MDE17PDAYW1","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006359","BLDG_00169","Room_00012666","Dryer","Yes",2013,,"N/A","Samsung","BV393ETPAWR/A1","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006360","BLDG_00169","Room_00012666","Dryer","Yes",2013,,"N/A","Samsung","BV393ETPAWR/A1","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006361","BLDG_00169","Room_00012666","Dryer","Yes",2013,,"N/A","Samsung","BV393ETPAWR/A1","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006410","BLDG_00171","Room_00012695","Dryer","No",2015,,"M52902474","Maytag","Mde18pdayw0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006411","BLDG_00171","Room_00012695","Dryer","No",2015,,"M52902443","Maytag","Mde18pdayw0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006354","BLDG_00173","Room_00012710","Dryer","No",2017,,"FH725677A","General Electric","DCCD330ED1WC","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006355","BLDG_00173","Room_00012710","Dryer","No",2017,,"FH725677A","General Electric","DCCD330ED1WC","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005761","BLDG_00202","Room_00014492","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDG1PDAAW","No","Yes","Yes","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005762","BLDG_00202","Room_00014492","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDG1PDAAW","No","Yes","Yes","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005763","BLDG_00202","Room_00014492","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDG1PDAAW","No","Yes","Yes","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005764","BLDG_00202","Room_00014492","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDG1PDAAW","No","Yes","Yes","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006465","BLDG_00211","Room_00014580","Dryer","No",1975,,"M53001620","Whirlpool","Cde2000w0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006466","BLDG_00211","Room_00014581","Dryer","No",1975,,"M53001618","Whirlpool","Cde2000w0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00006467","BLDG_00211","Room_00014581","Dryer","No",2006,,"SL747213A","General Electric","Dccd330ed3wc","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00006443","BLDG_00212","Room_00014613","Dryer","No",1996,,"MF4906244","Whirlpool","Ce2950xyw3","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006444","BLDG_00212","Room_00014613","Dryer","No",1996,,"MF4906244","Whirlpool","Ce2950xyw3","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006726","BLDG_00213","Room_00014628","Dryer","No",,"Unknown","HS200051G","General Electric","DDC4400AELAD","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006727","BLDG_00213","Room_00014632","Dryer","No",,"Unknown","HS200051G","General Electric","DDC4400AELAD","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00006449","BLDG_00214","Room_00014650","Dryer","No",,"Unknown","1312024965","Alliance Laundry","SDE907WF","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00006450","BLDG_00214","Room_00014649","Dryer","No",,"Unknown","1312024965","Alliance Laundry","SDE907WF","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006729","BLDG_00221","Room_00014732","Dryer","No",,"Unknown","1207022601","Alliance Laundry","SDET07WF","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006730","BLDG_00221","Room_00014732","Dryer","No",,"Unknown","1207022601","Alliance Laundry","SDET07WF","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006731","BLDG_00221","Room_00014732","Dryer","No",,"Unknown","1207022601","Alliance Laundry","SDET07WF","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006732","BLDG_00221","Room_00014732","Dryer","No",,"Unknown","1207022601","Alliance Laundry","SDET07WF","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006734","BLDG_00226","Room_00014791","Dryer","No",,"Unknown","1210024566","Speed Queen","Sfet07wf","Unknown","Yes","Yes","Electric","No","Unknown","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005466","BLDG_00233","Room_00015065","Dryer","Unknown",,"Unknown","Unknown","Alliance Laundry","Sde907wf","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005467","BLDG_00235","Room_00015080","Dryer","Unknown",,"Unknown","Unknown","Alliance Laundry","Sde907wf","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00016258","BLDG_00237","Room_00002718","Dryer","No",,"Unknown","Unknown","Maytag","GDG21CS","No","Yes","No","Natural Gas","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00000893","BLDG_00237","Room_00002718","Dryer","No",,"Unknown","Unknown","Maytag","GDG21CS","No","Yes","No","Natural Gas","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005190","BLDG_00241","Room_00002745","Dryer","No",,"Unknown","Unknown","Whirlpool","CEM2760TQ0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005191","BLDG_00241","Room_00002745","Dryer","No",,"Unknown","Unknown","Whirlpool","CEM2760TQ0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005192","BLDG_00242","Room_00002759","Dryer","No",,"Unknown","Unknown","Kenmore","110.86407120","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005876","BLDG_00252","Room_00016210","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE17PDAYW1","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005877","BLDG_00252","Room_00016210","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE17PDAYW1","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005878","BLDG_00252","Room_00016210","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE17PDAYW1","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005900","BLDG_00258","Room_00016274","Dryer","Unknown",2001,,"ML3305293","Kenmore","110.60012000","No","Yes","No","Unknown","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005901","BLDG_00258","Room_00016274","Dryer","Unknown",2001,,"ML3305293","Kenmore","110.60012000","No","Yes","No","Unknown","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005902","BLDG_00258","Room_00016274","Dryer","Unknown",2001,,"ML3305293","Kenmore","110.60012000","No","Yes","No","Unknown","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005903","BLDG_00258","Room_00016274","Dryer","Unknown",2001,,"ML3305293","Kenmore","110.60012000","No","Yes","No","Unknown","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005904","BLDG_00258","Room_00016274","Dryer","Unknown",2001,,"ML3305293","Kenmore","110.60012000","No","Yes","No","Unknown","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005905","BLDG_00258","Room_00016274","Dryer","Unknown",2001,,"ML3305293","Kenmore","110.60012000","No","Yes","No","Unknown","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005906","BLDG_00258","Room_00016274","Dryer","Unknown",2001,,"ML3305293","Kenmore","110.60012000","No","Yes","No","Unknown","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005907","BLDG_00258","Room_00016274","Dryer","Unknown",2001,,"ML3305293","Kenmore","110.60012000","No","Yes","No","Unknown","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005908","BLDG_00258","Room_00016274","Dryer","Unknown",2001,,"ML3305293","Kenmore","110.60012000","No","Yes","No","Unknown","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005909","BLDG_00258","Room_00016274","Dryer","Unknown",2001,,"ML3305293","Kenmore","110.60012000","No","Yes","No","Unknown","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005910","BLDG_00258","Room_00016274","Dryer","Unknown",2001,,"ML3305293","Kenmore","110.60012000","No","Yes","No","Unknown","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005911","BLDG_00258","Room_00016274","Dryer","Unknown",2001,,"ML3305293","Kenmore","110.60012000","No","Yes","No","Unknown","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005848","BLDG_00261","Room_00016289","Dryer","Unknown",,"Unknown","Unknown","Maytag","Mde18dayw0","No","Yes","Unknown","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005749","BLDG_00272","Room_00016403","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE21PDDYW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005750","BLDG_00272","Room_00016403","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE21PDDYW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005751","BLDG_00272","Room_00016403","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE21PDDYW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005752","BLDG_00272","Room_00016403","Dryer","Unknown",,"Unknown","Unknown","Maytag","MDE21PDDYW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005811","BLDG_00273","Room_00016418","Dryer","Unknown",,"Unknown","Unknown","Alliance Laundry","SDET07WF","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005812","BLDG_00273","Room_00016418","Dryer","Unknown",,"Unknown","Unknown","Alliance Laundry","SDET07WF","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005936","BLDG_00274","Room_00016425","Dryer","No",,"Unknown","Unknown","Whirlpool","Cem2940tq0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005937","BLDG_00274","Room_00016425","Dryer","No",,"Unknown","Unknown","Whirlpool","Cem2743bq0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005821","BLDG_00276","Room_00016448","Dryer","Unknown",,"Unknown","Unknown","Maytag","Mde16pdayw","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005796","BLDG_00296","Room_00016683","Dryer","Unknown",,"Unknown","Unknown","Whirlpool","Dwsr-ele-2406026-fm54","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005797","BLDG_00296","Room_00016683","Dryer","Unknown",,"Unknown","Unknown","Whirlpool","Dwsr-ele-2406026-fm54","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005857","BLDG_00297","Room_00016687","Dryer","Unknown",,"Unknown","Unknown","Alliance Laundry","SEDT07WF","No","Yes","Yes","Electric","Unknown","No","Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00005915","BLDG_00314","Room_00016824","Dryer","Unknown",,"Unknown","Unknown","General Electric","dccd330eg4wc","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005916","BLDG_00314","Room_00016824","Dryer","Unknown",,"Unknown","Unknown","Whirlpool","cem2743bq0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005755","BLDG_00317","Room_00016850","Dryer","Unknown",,"Unknown","Unknown","Roper","Rek2950kq1","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006251","BLDG_00331","Room_00017528","Dryer","No",,"Unknown","S 9703043874","Raytheon","EE2107WT","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006252","BLDG_00331","Room_00017528","Dryer","No",,"Unknown","S 9703043874","Raytheon","EE2107WT","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006253","BLDG_00331","Room_00017528","Dryer","No",,"Unknown","S 9703043874","Raytheon","EE2107WT","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006218","BLDG_00335","Room_00017566","Dryer","No",2013,,"HA724120A","General Electric","DMCD330EJ3WC","No","Yes","Unknown","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006219","BLDG_00335","Room_00017566","Dryer","No",2013,,"DA500039A","General Electric","DDC4400T4WH","No","Yes","Unknown","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006609","BLDG_00336","Room_00017567","Dryer","No",,"Unknown","M03202838","Maytag","MDE17PDAYW1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006610","BLDG_00336","Room_00017567","Dryer","No",,"Unknown","M30701949","Maytag","MDE17PDAYW1","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006567","BLDG_00357","Room_00017779","Dryer","No",,"Unknown","1206035901","Alliance Laundry","sdet07wf","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006568","BLDG_00357","Room_00017779","Dryer","No",,"Unknown","Unknown","Alliance Laundry","sdet07wf","No","No","Yes","Electric","No","No","No","No","N/A","Laundry_1","Laundry"
"Appliance_00006571","BLDG_00369","Room_00017917","Dryer","No",,"Unknown","0609011849","Alliance Laundry","sdet07wf","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
